的	〔白勹丶丶_rqyy〕
藁	〔艹冂木_ayms〕
呲	〔口止匕𡿨_khxn〕
哕	〔口山夕丶_kmqy〕
哌	〔口𠂆丶_krey〕
哏	〔口艮丶_kvy〕
嘬	〔口日耳又_kjbc〕
噌	〔口丷日_kulj〕
崤	〔山乂𠂇月_mrde〕
嵫	〔山䒑幺丶_muxy〕
狨	〔犭戈𠂇丶_eady〕
狺	〔犭言一_eyg〕
飧	〔夕人丶艮_qwyv〕
饩	〔饣⺄𡿨_trnn〕
馐	〔饣䒑土_tugf〕
庥	〔广亻木氵_owsi〕
怙	〔忄古一_ndg〕
怍	〔忄𠂉丨二_nthf〕
悃	〔忄囗木一_nlsg〕
泷	〔氵𠂇𠤎丶_idxy〕
泫	〔氵亠幺丶_iyxy〕
浈	〔氵⺊贝丶_ihmy〕
渑	〔氵口日乚_ikjn〕
溲	〔氵臼丨又_iehc〕
滢	〔氵艹冖丶_iapy〕
宄	〔宀九巜_pvb〕
迓	〔𡕒丿辶彡_atpe〕
尻	〔尸九巛_nvv〕
妣	〔女匕𡿨_vxxn〕
妫	〔女为丶_voy〕
娉	〔女冂土ㄅ_vmfn〕
骜	〔攵马二_gtcf〕
骟	〔马户羽一_cong〕
缧	〔纟田幺小_xlxi〕
瑷	〔王爫冖又_gepc〕
杌	〔木兀𡿨_sgn〕
枰	〔木一丷十_sguf〕
柝	〔木斤丶丶_sryy〕
桄	〔木⺌兀𡿨_sign〕
椹	〔木八𠃊_sdwn〕
辂	〔夂口一_ltkg〕
暝	〔日冖日六_jpju〕
氍	〔目目亻毛_hhwe〕
氕	〔⺄丿𰀪_rntr〕
氤	〔⺄囗大_rnld〕
胗	〔月人彡丿_ewet〕
朕	〔月䒑大丶_eudy〕
膻	〔月亠囗一_eylg〕
熘	〔火刀田_oqvl〕
燠	〔火丿冂大_otmd〕
砀	〔石𠄎𰀪丿_dbrt〕
砦	〔止匕丆口_hxdk〕
礞	〔石艹冖𧰨_dape〕
睇	〔目丷弓丿_huxt〕
钌	〔钅了丨_qbh〕
钔	〔钅门𡿨_qun〕
铈	〔钅亠冂丨_qymh〕
锃	〔钅口王一_qkgg〕
镄	〔钅弓贝_qxjm〕
锺	〔钅丿一土_qtgf〕
穰	〔禾亠口𧘇_tyke〕
瓠	〔大二ㄅ厶_dfnc〕
瘭	〔疒覀二小_usfi〕
裢	〔衤车辶丶_plpy〕
裎	〔衤口王一_pkgg〕
襁	〔衤弓口虫_pxkj〕
蛩	〔工几丶虫_awyj〕
蝥	〔矛攵虫⺀_ctju〕
筢	〔𥫗扌巴巜_trcb〕
酢	〔西一𠂉二_sgtf〕
醮	〔西一亻灬_sgwo〕
跬	〔𧾷土土一_lffg〕
觚	〔⺈用爪厶_qerc〕
觫	〔⺈用木口_qesk〕
龀	〔止齿𠤎𡿨_hbxn〕
鲺	〔一⺄虫_qgnj〕
鳓	〔一廿力_qgae〕
骺	〔月𠂋口_merk〕
黢	〔黑厶八夂_lcwt〕
诶	〔讠厶𠂉大_yctd〕
後	〔彳幺夂丶_txty〕
缟	〔纟冂口_xymk〕
桁	〔木彳一丁_stgs〕
钯	〔钅巴𡿨_qcn〕
痣	〔疒士心氵_ufni〕
颌	〔口丆贝_wkdm〕
傧	〔亻宀八_wprw〕
谂	〔讠人𪜊心_ywnn〕
掴	〔扌囗王丶_rlgy〕
剌	〔木口刂丨_skjh〕
脔	〔亠冂人_yomw〕
萸	〔艹臼人⺀_aewu〕
峋	〔山勹日一_mqjg〕
庠	〔广䒑𰀁〣_ougk〕
庹	〔广廿尸丶_oany〕
泱	〔氵冂大丶_imdy〕
鲈	〔一⺊尸_qghn〕
薹	〔艹士口至_afkc〕
捱	〔扌厂土土_rdff〕
呦	〔口幺力丿_kxet〕
圊	〔囗龶月三_lged〕
岈	〔山𡕒丿丿_matt〕
狳	〔犭木丶_ewsy〕
缯	〔纟丷日_xulj〕
珲	〔王冖车丨_gplh〕
旯	〔日九巜_jvb〕
鹕	〔古月鸟一_deqg〕
顸	〔二丨丆贝_fhdm〕
螈	〔虫厂白小_jdri〕
龉	〔止齿五口_hbgk〕
捌	〔扌口力刂_rkej〕
疥	〔疒人〣_uwjk〕
疽	〔疒月一三_uegd〕
柒	〔氵七木⺀_iasu〕
鼗	〔儿士又_qifc〕
厣	〔厂犬甲〣_ddlk〕
刿	〔山夕刂丨_mqjh〕
蒯	〔艹月月刂_aeej〕
仂	〔亻力丿_wet〕
仫	〔亻丿厶丶_wtcy〕
伲	〔亻尸匕𡿨_wnxn〕
佴	〔亻耳一_wbg〕
俦	〔亻寸丶_wdfy〕
倮	〔亻日木丶_wjsy〕
裒	〔亠臼𧘇⺀_yeeu〕
蠃	〔吂月虫丶_yejy〕
诔	〔讠三小丶_ydiy〕
诹	〔讠耳又丶_ybcy〕
谝	〔讠户𠕁丨_yomh〕
阼	〔阝𠂉丨二_bthf〕
陴	〔阝十丨_brfh〕
邗	〔二丨阝丨_fhbh〕
邙	〔亠ㄥ阝丨_ynbh〕
邾	〔小阝丨_ribh〕
郐	〔人二厶阝_wfcb〕
郗	〔乂𠂇冂阝_rdmb〕
劭	〔刀口力丿_vket〕
坼	〔土斤丶丶_fryy〕
坻	〔土𫠠丶_fqay〕
埕	〔土口王一_fkgg〕
埸	〔土日勹𰀪_fjqr〕
堍	〔土⺈口丶_fqky〕
艽	〔艹九巜_avb〕
芨	〔艹乃丶⺀_abyu〕
芎	〔艹弓巜_axb〕
芑	〔艹己巜_anb〕
芾	〔艹一冂丨_agmh〕
芰	〔艹十又⺀_afcu〕
苈	〔艹厂力𰀪_ader〕
芩	〔艹人𪜊巜_awnb〕
芪	〔艹𫠠巜_aqab〕
苤	〔艹丆卜一_adhg〕
苘	〔艹冂口二_amkf〕
苻	〔艹亻寸⺀_awfu〕
茑	〔艹鸟二_aqf〕
莩	〔艹爫子二_aebf〕
萑	〔艹亻二_awyf〕
蒉	〔艹贝⺀_akmu〕
葶	〔艹冖丁_ayps〕
蒎	〔艹氵𠂆_aire〕
蔌	〔艹木口人_askw〕
甍	〔艹罒冖瓦_alpg〕
蔹	〔艹攵_awit〕
蕖	〔艹氵匚木_aias〕
薤	〔艹一夕一_agqg〕
薜	〔艹𡰪辛〢_anuj〕
薷	〔艹雨丆𦉫_afdm〕
蘅	〔艹彳丁_atqs〕
匏	〔大二ㄅ巳_dfnn〕
尥	〔𠂇乚勹丶_dnqy〕
捩	〔扌户犬丶_rody〕
揠	〔扌匚日女_rajv〕
揎	〔扌宀一一_rpgg〕
搋	〔扌𠂆几_rrhw〕
吒	〔口丿七𡿨_ktan〕
呒	〔口二𡿨_kfqn〕
咣	〔口⺌兀𡿨_kign〕
唪	〔口三人𰀁_kdwg〕
唼	〔口立女一_kuvg〕
喈	〔口匕白_kxxr〕
嗪	〔口三人禾_kdwt〕
嗲	〔口八乂夕_kwrq〕
嗍	〔口䒑屮月_kube〕
嗾	〔口方𠂉大_kytd〕
岘	〔山冂𡿨_mmqn〕
岙	〔丿大山〢_tdmj〕
岢	〔山丁口二_mskf〕
岣	〔山勹口一_mqkg〕
峁	〔山丿卩_mqtb〕
彳	〔彳丿丿丨_ttth〕
狁	〔犭厶儿𡿨_ecqn〕
狲	〔犭子小丶_ebiy〕
猃	〔犭一_ewig〕
猊	〔犭臼儿𡿨_eeqn〕
猢	〔犭古月一_edeg〕
猱	〔犭矛木丶_ecsy〕
獯	〔犭丿一灬_etgo〕
庳	〔广十〣_orfk〕
廨	〔广⺈用牛_oqer〕
忮	〔忄十又丶_nfcy〕
怫	〔忄弓丨_nxjh〕
隳	〔阝𠂇工⺗_bdai〕
闶	〔门亠几巛_uywv〕
阒	〔门目犬氵_uhdi〕
洵	〔氵勹日一_iqjg〕
涠	〔氵囗韦一_ilhg〕
溱	〔氵三人禾_idwt〕
溷	〔氵囗一𧰨_ilge〕
澹	〔氵⺈厂言_iqdy〕
澶	〔氵亠囗一_iylg〕
宥	〔宀𠂇月二_pdef〕
寤	〔宀爿五口_pugk〕
妪	〔女匚乂𡿨_varn〕
姝	〔女小丶_vriy〕
娲	〔女口冂人_vkmw〕
婊	〔女龶𧘇丶_vgey〕
媪	〔女日皿一_vjlg〕
嫫	〔女艹日大_vajd〕
嫒	〔女爫冖又_vepc〕
嫱	〔女土丷口_vfuk〕
骖	〔马厶大彡_ccde〕
骘	〔阝止𣥂马_bhhc〕
骝	〔马刀田_cqvl〕
纡	〔纟一十丨_xgfh〕
绔	〔纟大二ㄅ_xdfn〕
绠	〔纟一日乂_xgjr〕
绨	〔纟丷弓丿_xuxt〕
缇	〔纟日一龰_xjgh〕
缌	〔纟田心丶_xlny〕
缛	〔纟辰寸_xdef〕
缲	〔纟口口木_xkks〕
缳	〔纟罒一𧘇_xlge〕
珥	〔王耳一_gbg〕
璎	〔王贝贝女_gmmv〕
杓	〔木勹丶丶_sqyy〕
杪	〔木少丿_sit〕
栌	〔木⺊尸丿_shnt〕
柁	〔木宀匕𡿨_spxn〕
栳	〔木耂匕𡿨_sfxn〕
栝	〔木丿古一_stdg〕
棰	〔木丿十一_stfg〕
椋	〔木小丶_syiy〕
椁	〔木子一_sybg〕
槿	〔木廿口龶_sakg〕
樘	〔木口土_sikf〕
橥	〔犭耂日木_efjs〕
殛	〔一夕了一_gqbg〕
轷	〔丿丷十_ltuf〕
轺	〔刀口一_lvkg〕
轾	〔一至一_lgcg〕
辏	〔三人大_ldwd〕
軎	〔一𠦆口二_glkf〕
瓴	〔人瓦丶_wpgy〕
昀	〔日勹冫一_jqug〕
昝	〔夂卜日二_thjf〕
晡	〔日甫丶_jsy〕
暾	〔日子攵_jybt〕
贶	〔贝口儿𡿨_mkqn〕
赕	〔贝火火丶_mooy〕
觇	〔⺊口冂_hkmq〕
觏	〔𠀎冂土_amfq〕
牮	〔亻弋牛〢_warj〕
挲	〔氵少手〢_iirj〕
毪	〔毛厶牛〣_ecrk〕
氲	〔⺄日皿_rnjl〕
肫	〔月一𡳾𡿨_egbn〕
肭	〔月冂人丶_emwy〕
胍	〔月爪厶丶_ercy〕
胴	〔月冂一口_emgk〕
脶	〔月口冂人_ekmw〕
腩	〔月十丨_efmh〕
欹	〔大丁口人_dskw〕
炝	〔火人⺋𡿨_owbn〕
焐	〔火五口一_ogkg〕
爝	〔火爫罒寸_oelf〕
扃	〔户冂口三_omkd〕
祢	〔礻⺈小丶_pqiy〕
禳	〔礻亠口𧘇_pyke〕
悫	〔士冖几心_fpwn〕
愍	〔𫠠攵心_natn〕
慝	〔匚艹𠂇心_aadn〕
砗	〔石车丨_dlh〕
硗	〔石𫠠丿兀_datg〕
磲	〔石氵匚木_dias〕
礅	〔石子攵_dybt〕
黹	〔业㡀⺀_oiu〕
眢	〔夕⺋目二_qbhf〕
眙	〔目厶口一_hckg〕
瞍	〔目臼丨又_hehc〕
疃	〔田立日土_lujf〕
罡	〔罒一止二_lghf〕
罴	〔罒土厶灬_lfco〕
罹	〔罒忄亻_lnwy〕
罾	〔罒丷日_lulj〕
钿	〔钅田一_qlg〕
铘	〔钅𡕒丿阝_qatb〕
锇	〔钅我丶_qqy〕
锬	〔钅火火丶_qooy〕
锾	〔钅爫一又_qegc〕
镔	〔钅宀八_qprw〕
镟	〔钅方𠂉龰_qyth〕
镤	〔钅业䒑人_qouw〕
镲	〔钅宀小_qpwi〕
皤	〔白釆田一_rolg〕
鸺	〔亻木鸟一_wsqg〕
鹁	〔子鸟一_fbqg〕
鹂	〔一冂丶鸟_gmyq〕
鹣	〔䒑鸟一_uvqg〕
鹬	〔矛冂八鸟_cmwq〕
鹳	〔艹口口鸟_akkq〕
疔	〔疒丁〣_usk〕
疳	〔疒卄二三_uafd〕
瘃	〔疒一𧰨丶_ugey〕
痿	〔疒禾女三_utvd〕
瘥	〔疒䒑工_uuga〕
瘼	〔疒艹日大_uajd〕
瘵	〔疒二小_uwfi〕
癜	〔疒尸龷又_unac〕
窬	〔刖〢_pwej〕
衿	〔衤人𪜊𡿨_pwnn〕
袢	〔衤半丨_puh〕
襦	〔衤雨丆𦉫_pfdm〕
襻	〔衤木乂手_psrr〕
耜	〔三小丨㠯_dihn〕
耱	〔三小广口_diok〕
耋	〔⺹匕一至_fxgc〕
颟	〔艹一冂贝_agmm〕
颢	〔日小贝_jyim〕
颥	〔雨丆⺵贝_fdmm〕
颦	〔止𣥂丆十_hhdf〕
虿	〔一勹虫⺀_gqju〕
蚺	〔虫冂土一_jmfg〕
蛲	〔虫𫠠丿兀_jatg〕
蛘	〔虫䒑𰀁丨_jugh〕
蛑	〔虫厶牛丨_jcrh〕
蛸	〔虫⺌月一_jieg〕
蜊	〔虫禾刂丨_jtjh〕
蜞	〔虫八丶_jdwy〕
蜾	〔虫日木丶_jjsy〕
蜩	〔虫⺆土口_jmfk〕
蝾	〔虫艹冖木_japs〕
蝰	〔虫大土土_jdff〕
螵	〔虫覀二小_jsfi〕
蠖	〔虫艹亻又_jawc〕
罅	〔山十_rmhf〕
笏	〔𥫗勹𰀪𰀪_tqrr〕
筅	〔𥫗⺧儿巜_teqb〕
筮	〔𥫗工人人_taww〕
篑	〔𥫗贝⺀_tkmu〕
舄	〔臼勹灬⺀_eqou〕
臬	〔丿目木⺀_thsu〕
衄	〔丿皿𠃍土_tlnf〕
舯	〔丿口丨_tukh〕
舳	〔丿冂土_tumf〕
敉	〔米攵丶_oty〕
糁	〔米厶大彡_ocde〕
糇	〔米亻大_ownd〕
糍	〔米䒑幺丶_ouxy〕
艮	〔彐氵_vei〕
翥	〔耂日羽二_fjnf〕
絷	〔扌丸幺小_rvxi〕
纛	〔龶母小_gxhi〕
麴	〔木人人米_swwo〕
酤	〔西一古一_sgdg〕
酡	〔西一宀匕_sgpx〕
酩	〔西一夕口_sgqk〕
酹	〔西一爫寸_sgef〕
醐	〔西一古月_sgde〕
醍	〔西一日龰_sgjh〕
跏	〔𧾷力口一_lekg〕
跆	〔𧾷厶口一_lckg〕
蹯	〔𧾷釆田一_lolg〕
貘	〔豸艹日大_eajd〕
觯	〔⺈用丷_qeul〕
謦	〔士𠃜几言_fnwy〕
龅	〔止齿勹巳_hbqn〕
黾	〔口日乚巜_kjnb〕
鼍	〔口口田乚_kkln〕
隼	〔亻十〢_wyfj〕
雎	〔月一亻_egwy〕
銎	〔工几丶金_awyq〕
錾	〔斤金二_lrqf〕
鐾	〔𡰪辛金二_nuqf〕
鲎	〔𰃮一二_iqgf〕
鲔	〔一𠂇月_qgde〕
鲵	〔一臼儿_qgeq〕
鲼	〔一十贝_qgfm〕
鲽	〔一廿木_qgas〕
鳆	〔一𠂉夂_qgtt〕
鳋	〔一叉虫_qgcj〕
鞒	〔廿丿_aktj〕
髁	〔月日木_mejs〕
饕	〔口一ㄅ艮_kgnv〕
髹	〔镸彡亻木_dews〕
鬟	〔镸彡罒𧘇_dele〕
黧	〔禾勹丿黑_tqtl〕
鼢	〔臼八刀_enwv〕
倭	〔亻禾女一_wtvg〕
酆	〔山丰丰阝_mddb〕
坩	〔土卄二一_fafg〕
苜	〔艹目二_ahf〕
莜	〔艹亻丨攵_awht〕
莨	〔艹丶艮⺀_ayvu〕
蓥	〔艹冖金二_apqf〕
瞢	〔艹罒冖目_alph〕
呔	〔口大丶丶_kdyy〕
夥	〔日木夕夕_jsqq〕
馕	〔饣一口𧘇_tgke〕
汩	〔氵曰一_ijg〕
骒	〔马日木丶_cjsy〕
纰	〔纟匕𡿨_xxxn〕
玟	〔王文丶_gyy〕
炅	〔日火⺀_jou〕
砬	〔石立一_dug〕
颃	〔亠几丆贝_ywdm〕
麽	〔广木丿厶_ostc〕
齄	〔丿目田一_thlg〕
赜	〔匚𦣞龶贝_ahgm〕
劐	〔艹亻刂_awyj〕
卺	〔了一⺋_bigb〕
鄄	〔覀土阝丨_sfbh〕
圬	〔土二ㄅ𡿨_ffnn〕
坜	〔土厂力丿_fdet〕
蒇	〔艹戊贝丶_admy〕
蒹	〔艹䒑⺀_auvu〕
蒗	〔艹氵丶艮_aiyv〕
蔟	〔艹方𠂉大_aytd〕
掭	〔扌一大⺗_rgdi〕
搛	〔扌䒑丶_ruvy〕
擐	〔扌罒一𧘇_rlge〕
擗	〔扌𡰪辛丨_rnuh〕
帔	〔冂丨皮丶_mhby〕
岍	〔山一廾丨_mgah〕
崧	〔山木八厶_mswc〕
甯	〔宀心用〢_pnej〕
嬲	〔田力女力_leve〕
骢	〔马丿囗心_ctln〕
纥	〔纟𠂉乙𡿨_xtnn〕
枞	〔木人人丶_swwy〕
栊	〔木𠂇𠤎丶_sdxy〕
柙	〔木甲丨_slh〕
枳	〔木口八丶_skwy〕
椤	〔木罒夕丶_slqy〕
檗	〔𡰪辛木⺀_nusu〕
搿	〔手口手_rwkr〕
炀	〔火𠄎𰀪丿_obrt〕
烀	〔火丿丷十_otuf〕
穑	〔禾土丷口_tfuk〕
裆	〔衤⺌彐一_pivg〕
颍	〔匕水丆贝_xidm〕
蚴	〔虫幺力丿_jxet〕
匦	〔匚九巛_alvv〕
劂	〔厂䒑屮刂_dubj〕
伧	〔亻人㔾𡿨_wwbn〕
佧	〔亻上卜丶_whhy〕
俜	〔亻冂土ㄅ_wmfn〕
黉	〔𰃮龷冂八_iamw〕
馘	〔䒑丿目一_uthg〕
凇	〔冫木八厶_uswc〕
谖	〔讠爫一又_yegc〕
陬	〔阝耳又丶_bbcy〕
郢	〔口王阝丨_kgbh〕
鄯	〔䒑𰀁䒑阝_ugub〕
垆	〔土⺊尸丿_fhnt〕
坭	〔土尸匕𡿨_fnxn〕
坶	〔土母丶_fxy〕
埽	〔土彐冖丨_fvph〕
芄	〔艹丸⺀_avu〕
苊	〔艹厂⺋巜_adbb〕
芘	〔艹匕巜_axxb〕
苁	〔艹人人⺀_awwu〕
芟	〔艹几又⺀_awcu〕
茆	〔艹丿卩_aqtb〕
荛	〔艹𫠠丿兀_aatg〕
荮	〔艹纟寸⺀_axfu〕
莰	〔艹土⺈人_afqw〕
莶	〔艹二_awif〕
菪	〔艹宀丆口_apdk〕
蓣	〔艹予丆贝_acdm〕
蕞	〔艹日耳又_ajbc〕
薨	〔艹罒冖匕_alpx〕
蘧	〔艹七辶_ahap〕
廾	〔廾一丿丨_agth〕
尢	〔𠂇乚巛_dnv〕
揲	〔扌廿ㄥ木_rans〕
揞	〔扌立日一_rujg〕
搦	〔扌弓⺀⺀_rxuu〕
撖	〔扌𠃍耳攵_rnbt〕
攉	〔扌雨亻_rfwy〕
攮	〔扌一口𧘇_rgke〕
呤	〔口人丶_kwpy〕
哜	〔口文丨_kyjh〕
哳	〔口扌斤丨_krrh〕
唣	〔口白七𡿨_kran〕
啉	〔口木木丶_kssy〕
喱	〔口厂日土_kdjf〕
囗	〔囗丨𠃍一_lhng〕
帱	〔冂丨寸_mhdf〕
帻	〔冂丨龶贝_mhgm〕
屺	〔山己𡿨_mnn〕
岜	〔山巴巜_mcb〕
崾	〔山覀女一_msvg〕
嵝	〔山米女一_movg〕
徂	〔彳月一一_tegg〕
犸	〔犭马一_ecg〕
狻	〔犭厶八夂_ecwt〕
猹	〔犭木日一_esjg〕
猸	〔犭𠃜目一_enhg〕
馇	〔饣木日一_tsjg〕
庀	〔广匕巛_oxv〕
廑	〔广廿口龶_oakg〕
丬	〔丬丶㇀丨_uygh〕
氵	〔氵丶丶㇀_iyyg〕
汔	〔氵𠂉乙𡿨_itnn〕
沲	〔氵𠂉也𡿨_itbn〕
浯	〔氵五口一_igkg〕
浼	〔氵⺈口_iqkq〕
渖	〔氵宀日丨_ipjh〕
渫	〔氵廿ㄥ木_ians〕
湓	〔氵八刀皿_iwvl〕
溻	〔氵日羽一_ijng〕
迕	〔𠂉十辶〣_tfpk〕
迮	〔𠂉丨二辶_thfp〕
彐	〔彐𠃍一一_vngg〕
弪	〔弓工一_xcag〕
屮	〔屮ㄥ丨丨_bnhh〕
妤	〔女予丨_vch〕
娈	〔亠女二_yovf〕
胬	〔女又冂人_vcmw〕
媸	〔女屮一虫_vbgj〕
嫜	〔女立早丨_vujh〕
尜	〔小大小⺀_idiu〕
孓	〔了丶氵_byi〕
驵	〔马月一一_cegg〕
驺	〔马⺈彐一_cqvg〕
骣	〔马尸子子_cnbb〕
纟	〔纟ㄥㄥ㇀_xnng〕
纩	〔纟广丿_xot〕
绋	〔纟弓丨_xxjh〕
绐	〔纟厶口一_xckg〕
绱	〔纟⺌冂口_ximk〕
绲	〔纟日匕_xjxx〕
缡	〔纟亠乂厶_xyrc〕
巛	〔巛𡿨𡿨𡿨_vnnn〕
玢	〔王八刀丿_gwvt〕
琚	〔王尸古一_gndg〕
璺	〔冂一丶_emgy〕
杩	〔木马一_scg〕
枘	〔木冂人丶_smwy〕
桕	〔木臼一_seg〕
桊	〔龹木⺀_usu〕
桫	〔木氵少丿_siit〕
椟	〔木卖⺀大_sfud〕
椠	〔斤木⺀_lrsu〕
楗	〔木彐𰀁廴_svgp〕
楱	〔木三人大_sdwd〕
榘	〔𠂉大匚木_tdas〕
槔	〔木白大十_srdf〕
榱	〔木一𧘇_syge〕
槊	〔䒑屮月木_ubes〕
槭	〔木戊上丶_sdhy〕
槲	〔木⺈用十_sqef〕
檠	〔艹勹口木_aqks〕
檎	〔木人亠厶_swyc〕
橼	〔木纟彑𧰨_sxxe〕
檑	〔木雨田一_sflg〕
獒	〔攵犬⺀_gtdu〕
殂	〔一夕月一_gqeg〕
辁	〔人王一_lwgg〕
戗	〔人⺋戈丶_wbay〕
戤	〔乃又皿戈_bcla〕
甏	〔士豆彡瓦_fleg〕
攴	〔⺊又⺀_hcu〕
昃	〔日厂人⺀_jdwu〕
昴	〔日丿卩_jqtb〕
胲	〔月亠亥丶_eyny〕
脞	〔月人人土_ewwf〕
脬	〔月爫子一_eebg〕
脘	〔月宀二儿_epfq〕
腠	〔月三人大_edwd〕
腽	〔月日皿一_ejlg〕
腭	〔月口口ㄅ_ekkn〕
膣	〔月一至_epgc〕
旆	〔方𠂉一丨_ytgh〕
煺	〔火艮辶丶_ovpy〕
礓	〔石一田一_dglg〕
礤	〔石艹小_dawi〕
盱	〔目一十丨_hgfh〕
眍	〔目匚乂𡿨_harn〕
眭	〔目土土一_hffg〕
眵	〔目夕夕丶_hqqy〕
鹎	〔十鸟一_rfqg〕
瘅	〔疒丷〣_uulk〕
皲	〔冖皮丶_plby〕
虍	〔七巛_hav〕
酲	〔西一口王_sgkg〕
鹾	〔⺊囗乂工_hlra〕
跫	〔工几丶足_awyl〕
跽	〔𧾷已心丶_lnny〕
踔	〔𧾷⺊早丨_lhjh〕
躔	〔𧾷广日土_lojf〕
躜	〔𧾷⺧儿贝_leqm〕
貅	〔豸亻木丶_ewsy〕
觖	〔⺈用人_qenw〕
雩	〔雨二ㄋ巜_ffnb〕
龆	〔止齿刀口_hbvk〕
隹	〔亻一_wyg〕
鍪	〔矛攵金二_ctqf〕
鏊	〔攵金二_gtqf〕
鲒	〔一士口_qgfk〕
鲩	〔一宀儿_qgpq〕
鲶	〔一人心_qgwn〕
鳜	〔一厂人_qgdw〕
鳟	〔一丷寸_qguf〕
饔	〔亠丿艮_yxtv〕
黪	〔黑厶大彡_lcde〕
鼽	〔丿目田九_thlv〕
卮	〔𠂋⺋巛_rbv〕
匚	〔匚一ㄥЖ_agnl〕
劁	〔亻灬刂_wyoj〕
侔	〔亻厶牛丨_wcrh〕
傺	〔亻二小_wwfi〕
儇	〔亻罒一𧘇_wlge〕
佥	〔二_wif〕
勹	〔勹丿𠃌Ж_qtnl〕
亠	〔亠丶一Ж_yygl〕
谘	〔讠冫⺈口_yuqk〕
谠	〔讠口儿_yikq〕
墼	〔一𠦆几土_glwf〕
圮	〔土己𡿨_fnn〕
垤	〔土一至一_fgcg〕
垲	〔土山己𡿨_fmnn〕
垴	〔土亠乂凵_fyrb〕
埙	〔土口贝丶_fkmy〕
埯	〔土大日乚_fdjn〕
埤	〔土十丨_frfh〕
堋	〔土月月一_feeg〕
埭	〔土彐氺丶_fviy〕
墚	〔土氵刀木_fivs〕
艹	〔艹一丨丨_aghh〕
芏	〔艹土二_aff〕
芴	〔艹勹𰀪𰀪_aqrr〕
芤	〔艹子𡿨巜_abnb〕
茇	〔艹𠂇又丶_adcy〕
苠	〔艹𫠠巜_anab〕
茼	〔艹冂一口_amgk〕
莛	〔艹丿士廴_atfp〕
茺	〔艹亠厶儿_aycq〕
荭	〔艹纟工二_axaf〕
萁	〔艹八⺀_adwu〕
菝	〔艹扌𠂇丶_ardy〕
萆	〔艹十〢_arfj〕
菸	〔艹方人⺀_aywu〕
菀	〔艹宀夕⺋_apqb〕
葙	〔艹木目二_ashf〕
蒈	〔艹匕白_axxr〕
葸	〔艹田心⺀_alnu〕
蓠	〔艹亠乂厶_ayrc〕
蒡	〔艹冖方_aupy〕
彡	〔彡丿丿丿_ettt〕
犭	〔犭丿㇁丿_etnt〕
夂	〔夂丿㇇丶_ttny〕
饣	〔饣丿乛𠄌_ttnn〕
饫	〔饣丿大丶_ttdy〕
庋	〔广十又氵_ofci〕
廒	〔广攵氵_ogti〕
忄	〔忄丶丶丨_nyyh〕
忭	〔忄亠卜丶_nyhy〕
惝	〔忄⺌冂口_nimk〕
愀	〔忄禾火丶_ntoy〕
慊	〔忄䒑丶_nuvy〕
闼	〔门大辶氵_udpi〕
泐	〔氵阝力丿_ibet〕
沭	〔氵木丶丶_isyy〕
潆	〔氵艹冖小_iapi〕
漤	〔氵木木女_issv〕
漶	〔氵口口心_ikkn〕
濡	〔氵雨丆⺵_ifdm〕
宀	〔宀丶丶乛_pyyn〕
宓	〔宀心丿⺀_pntu〕
褰	〔寒八亠𧘇_pwye〕
逄	〔夂匸丨辶_tahp〕
逑	〔一氺辶氵_gipi〕
逭	〔宀丨㠯辶_phnp〕
遄	〔山丆𦉫辶_mdmp〕
遘	〔𠀎冂土辶_amfp〕
彖	〔彑𧰨⺀_xeu〕
屦	〔尸彳米女_ntov〕
琊	〔王𡕒丿阝_gatb〕
珧	〔王儿丶_gqiy〕
琏	〔王车辶丶_glpy〕
曛	〔日丿一灬_jtgo〕
曜	〔日羽亻_jnwy〕
曩	〔日亠口𧘇_jyke〕
牿	〔牜⺧口一_tekg〕
犏	〔牜户𠕁丨_tomh〕
毳	〔毛毛毛巜_eeeb〕
毵	〔厶大彡毛_cdee〕
氇	〔毛一日_eqgj〕
攵	〔攵丿一丶_ttgy〕
敫	〔敫攵丶_rty〕
肟	〔月二ㄅ𡿨_efnn〕
肜	〔月彡丿_eet〕
肓	〔亠ㄥ月二_ynef〕
肷	〔月⺈人丶_eqwy〕
胩	〔月上卜丶_ehhy〕
胙	〔月𠂉丨二_ethf〕
胝	〔月𫠠丶_eqay〕
脎	〔月乂木丶_ersy〕
膪	〔月冖口_eupk〕
臌	〔月士豆又_eflc〕
臁	〔月广䒑_eouv〕
飑	〔几乂勹巳_wrqn〕
灬	〔灬丶丶丶_oyyy〕
礻	〔礻丶㇇丶_pyny〕
祜	〔礻古一_pdg〕
禚	〔礻丷王灬_pugo〕
恧	〔丆𦉫心⺀_dmnu〕
肀	〔彐丨〣_vhk〕
泶	〔𰃮水⺀_iiu〕
砘	〔石一𡳾𡿨_dgbn〕
砟	〔石𠂉丨二_dthf〕
硭	〔石艹亠ㄥ_dayn〕
硇	〔石丿囗乂_dtlr〕
硪	〔石我丶_dqy〕
磉	〔石又又木_dccs〕
磴	〔石癶一豆_dwgl〕
瞀	〔矛攵目二_cthf〕
罨	〔罒大日乚_ldjn〕
钅	〔钅丿一𠄌_qtgn〕
钆	〔钅乚𡿨_qnn〕
钭	〔钅⺀十丨_qufh〕
钬	〔钅火丶_qoy〕
钶	〔钅丁口一_qskg〕
铖	〔钅戊𠃌丶_qdny〕
铥	〔钅丿土厶_qtfc〕
